YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2022,1,23,20,18,260,0.5,2.6,MM,MM,MM,MM,1020.3,7.6,MM,MM,MM,MM,MM
2022,1,23,20,12,270,1.5,2.6,MM,MM,MM,MM,1020.4,7.4,MM,MM,MM,MM,MM
2022,1,23,20,6,340,1,2.1,MM,MM,MM,MM,1020.4,7.1,MM,MM,MM,MM,MM
2022,1,23,20,0,330,1,2.6,MM,MM,MM,MM,1020.5,6.7,MM,MM,MM,-3.8,MM
2022,1,23,19,54,290,2.6,4.1,MM,MM,MM,MM,1020.6,6.9,MM,MM,MM,MM,MM
2022,1,23,19,48,280,2.6,3.1,MM,MM,MM,MM,1020.7,6.7,MM,MM,MM,MM,MM
2022,1,23,19,42,290,2.1,4.1,MM,MM,MM,MM,1020.7,6.8,MM,MM,MM,MM,MM
2022,1,23,19,36,270,3.1,5.1,MM,MM,MM,MM,1020.9,6.4,MM,MM,MM,MM,MM
2022,1,23,19,30,260,3.6,4.6,MM,MM,MM,MM,1021,6.4,MM,MM,MM,MM,MM
2022,1,23,19,24,270,4.1,5.1,MM,MM,MM,MM,1021.1,5.9,MM,MM,MM,MM,MM
2022,1,23,19,18,270,4.1,5.1,MM,MM,MM,MM,1021.2,5.9,MM,MM,MM,MM,MM
2022,1,23,19,12,260,2.6,3.6,MM,MM,MM,MM,1021.3,6.1,MM,MM,MM,MM,MM
2022,1,23,19,6,290,1.5,2.6,MM,MM,MM,MM,1021.3,6.3,MM,MM,MM,MM,MM
2022,1,23,19,0,290,1.5,2.6,MM,MM,MM,MM,1021.5,6.6,MM,MM,MM,-3.5,MM
2022,1,23,18,54,280,2.1,3.1,MM,MM,MM,MM,1021.5,6.2,MM,MM,MM,MM,MM
2022,1,23,18,48,290,1,2.6,MM,MM,MM,MM,1021.5,6,MM,MM,MM,MM,MM
2022,1,23,18,42,240,1,2.1,MM,MM,MM,MM,1021.5,6.3,MM,MM,MM,MM,MM
2022,1,23,18,36,350,2.1,2.6,MM,MM,MM,MM,1021.8,6.1,MM,MM,MM,MM,MM
2022,1,23,18,30,20,1,1.5,MM,MM,MM,MM,1022.1,6.1,MM,MM,MM,MM,MM
2022,1,23,18,24,20,0.5,1.5,MM,MM,MM,MM,1022.2,6.7,MM,MM,MM,MM,MM
2022,1,23,18,18,350,1,2.6,MM,MM,MM,MM,1022.4,5.3,MM,MM,MM,MM,MM
2022,1,23,18,12,330,1.5,2.1,MM,MM,MM,MM,1022.6,5.5,MM,MM,MM,MM,MM
2022,1,23,18,6,330,1,2.6,MM,MM,MM,MM,1022.8,5.4,MM,MM,MM,MM,MM
2022,1,23,18,0,330,2.1,2.6,MM,MM,MM,MM,1023,5.2,MM,MM,MM,-2,MM
2022,1,23,17,54,320,2.1,3.1,MM,MM,MM,MM,1023.2,5,MM,MM,MM,MM,MM
2022,1,23,17,48,340,2.1,3.6,MM,MM,MM,MM,1023.3,4.5,MM,MM,MM,MM,MM
2022,1,23,17,42,310,2.6,4.1,MM,MM,MM,MM,1023.5,4.6,MM,MM,MM,MM,MM
2022,1,23,17,36,330,1.5,3.6,MM,MM,MM,MM,1023.6,4.8,MM,MM,MM,MM,MM
2022,1,23,17,30,310,2.1,3.6,MM,MM,MM,MM,1023.7,4.3,MM,MM,MM,MM,MM
2022,1,23,17,24,330,3.1,3.6,MM,MM,MM,MM,1023.8,4.2,MM,MM,MM,MM,MM
2022,1,23,17,18,340,3.1,4.6,MM,MM,MM,MM,1024,4.1,MM,MM,MM,MM,MM
2022,1,23,17,12,350,3.6,4.6,MM,MM,MM,MM,1024.1,4.3,MM,MM,MM,MM,MM
2022,1,23,17,6,340,3.1,4.6,MM,MM,MM,MM,1024.2,4.1,MM,MM,MM,MM,MM
2022,1,23,17,0,350,3.1,5.1,MM,MM,MM,MM,1024.3,4.1,MM,MM,MM,-0.7,MM
2022,1,23,16,54,350,4.1,5.7,MM,MM,MM,MM,1024.5,3.8,MM,MM,MM,MM,MM
2022,1,23,16,48,350,4.6,5.7,MM,MM,MM,MM,1024.6,3.8,MM,MM,MM,MM,MM
2022,1,23,16,42,350,4.1,4.6,MM,MM,MM,MM,1024.6,3.6,MM,MM,MM,MM,MM
2022,1,23,16,36,350,5.1,5.7,MM,MM,MM,MM,1024.6,3.5,MM,MM,MM,MM,MM
2022,1,23,16,30,340,5.1,6.2,MM,MM,MM,MM,1024.6,3.5,MM,MM,MM,MM,MM
2022,1,23,16,24,340,5.1,6.2,MM,MM,MM,MM,1024.8,3.3,MM,MM,MM,MM,MM
2022,1,23,16,18,350,4.6,6.2,MM,MM,MM,MM,1024.8,3.1,MM,MM,MM,MM,MM
2022,1,23,16,12,350,4.1,5.7,MM,MM,MM,MM,1024.8,3.5,MM,MM,MM,MM,MM
2022,1,23,16,6,360,5.1,5.7,MM,MM,MM,MM,1024.9,3.1,MM,MM,MM,MM,MM
2022,1,23,16,0,360,4.6,5.7,MM,MM,MM,MM,1025,3.2,MM,MM,MM,0,MM
2022,1,23,15,54,360,5.1,6.2,MM,MM,MM,MM,1025.2,3.1,MM,MM,MM,MM,MM
2022,1,23,15,48,360,5.1,6.2,MM,MM,MM,MM,1025.3,2.8,MM,MM,MM,MM,MM
2022,1,23,15,42,10,4.6,5.1,MM,MM,MM,MM,1025.3,2.8,MM,MM,MM,MM,MM
2022,1,23,15,36,360,4.6,6.2,MM,MM,MM,MM,1025.2,2.6,MM,MM,MM,MM,MM
2022,1,23,15,30,360,5.1,6.2,MM,MM,MM,MM,1025.2,2.5,MM,MM,MM,MM,MM
2022,1,23,15,24,360,5.1,6.2,MM,MM,MM,MM,1025.3,2.5,MM,MM,MM,MM,MM
2022,1,23,15,18,350,5.1,5.7,MM,MM,MM,MM,1025.2,2.5,MM,MM,MM,MM,MM
2022,1,23,15,12,350,4.1,5.1,MM,MM,MM,MM,1025.2,2.5,MM,MM,MM,MM,MM
2022,1,23,15,6,360,4.1,5.1,MM,MM,MM,MM,1025.1,2.4,MM,MM,MM,MM,MM
2022,1,23,15,0,360,3.6,5.1,MM,MM,MM,MM,1025,2.3,MM,MM,MM,0.7,MM
2022,1,23,14,54,360,4.6,5.7,MM,MM,MM,MM,1025,2.3,MM,MM,MM,MM,MM
2022,1,23,14,48,350,5.1,6.2,MM,MM,MM,MM,1025,2.2,MM,MM,MM,MM,MM
2022,1,23,14,42,360,5.1,6.2,MM,MM,MM,MM,1025.1,2.1,MM,MM,MM,MM,MM
2022,1,23,14,36,360,5.1,6.2,MM,MM,MM,MM,1025.1,1.9,MM,MM,MM,MM,MM
2022,1,23,14,30,360,5.7,6.2,MM,MM,MM,MM,1025.2,1.9,MM,MM,MM,MM,MM
2022,1,23,14,24,360,5.7,6.2,MM,MM,MM,MM,1025.2,1.9,MM,MM,MM,MM,MM
2022,1,23,14,18,350,5.7,6.2,MM,MM,MM,MM,1025.1,1.8,MM,MM,MM,MM,MM
2022,1,23,14,12,360,4.6,5.1,MM,MM,MM,MM,1025.1,1.8,MM,MM,MM,MM,MM
2022,1,23,14,6,350,4.1,5.1,MM,MM,MM,MM,1025,1.8,MM,MM,MM,MM,MM
2022,1,23,14,0,350,4.6,6.2,MM,MM,MM,MM,1025,1.9,MM,MM,MM,0.8,MM
2022,1,23,13,54,340,4.6,5.1,MM,MM,MM,MM,1025.1,1.9,MM,MM,MM,MM,MM
2022,1,23,13,48,340,4.1,5.1,MM,MM,MM,MM,1025.1,1.8,MM,MM,MM,MM,MM
2022,1,23,13,42,340,4.6,6.2,MM,MM,MM,MM,1025.2,2,MM,MM,MM,MM,MM
2022,1,23,13,36,330,5.1,5.7,MM,MM,MM,MM,1025.4,2.1,MM,MM,MM,MM,MM
2022,1,23,13,30,330,4.6,5.7,MM,MM,MM,MM,1025.3,2.3,MM,MM,MM,MM,MM
2022,1,23,13,24,350,5.1,5.7,MM,MM,MM,MM,1025.4,2.6,MM,MM,MM,MM,MM
2022,1,23,13,18,360,4.6,5.1,MM,MM,MM,MM,1025.4,2.6,MM,MM,MM,MM,MM
2022,1,23,13,12,350,5.1,6.2,MM,MM,MM,MM,1025.5,2.7,MM,MM,MM,MM,MM
2022,1,23,13,6,350,5.1,6.2,MM,MM,MM,MM,1025.3,2.8,MM,MM,MM,MM,MM
2022,1,23,13,0,350,5.7,6.2,MM,MM,MM,MM,1025.2,2.8,MM,MM,MM,0.9,MM
2022,1,23,12,54,360,4.1,6.2,MM,MM,MM,MM,1025.1,2.9,MM,MM,MM,MM,MM
2022,1,23,12,48,10,5.1,6.2,MM,MM,MM,MM,1024.9,3,MM,MM,MM,MM,MM
2022,1,23,12,42,10,5.1,6.7,MM,MM,MM,MM,1024.8,3.1,MM,MM,MM,MM,MM
2022,1,23,12,36,20,5.7,7.2,MM,MM,MM,MM,1024.7,3.1,MM,MM,MM,MM,MM
2022,1,23,12,30,20,5.7,6.2,MM,MM,MM,MM,1024.6,3.1,MM,MM,MM,MM,MM
2022,1,23,12,24,20,4.6,6.2,MM,MM,MM,MM,1024.4,3.2,MM,MM,MM,MM,MM
2022,1,23,12,18,30,4.6,5.7,MM,MM,MM,MM,1024.3,3.1,MM,MM,MM,MM,MM
2022,1,23,12,12,20,4.6,5.7,MM,MM,MM,MM,1024.2,3.1,MM,MM,MM,MM,MM
2022,1,23,12,6,20,5.1,6.2,MM,MM,MM,MM,1024.3,3.1,MM,MM,MM,MM,MM
2022,1,23,12,0,20,4.6,6.2,MM,MM,MM,MM,1024.3,3.2,MM,MM,MM,0,MM
2022,1,23,11,54,30,5.1,6.2,MM,MM,MM,MM,1024.4,3.1,MM,MM,MM,MM,MM
2022,1,23,11,48,20,5.1,5.7,MM,MM,MM,MM,1024.3,3.2,MM,MM,MM,MM,MM
2022,1,23,11,42,20,4.6,6.2,MM,MM,MM,MM,1024.2,3.1,MM,MM,MM,MM,MM
2022,1,23,11,36,20,5.1,6.2,MM,MM,MM,MM,1024.1,3.1,MM,MM,MM,MM,MM
2022,1,23,11,30,20,5.7,6.2,MM,MM,MM,MM,1024,3.1,MM,MM,MM,MM,MM
2022,1,23,11,24,20,5.7,7.2,MM,MM,MM,MM,1024.1,3.2,MM,MM,MM,MM,MM
2022,1,23,11,18,20,6.2,6.7,MM,MM,MM,MM,1024.1,3.2,MM,MM,MM,MM,MM
2022,1,23,11,12,20,6.2,7.2,MM,MM,MM,MM,1024.1,3.3,MM,MM,MM,MM,MM
2022,1,23,11,6,10,6.7,7.7,MM,MM,MM,MM,1024.1,3.3,MM,MM,MM,MM,MM
2022,1,23,11,0,10,6.7,7.7,MM,MM,MM,MM,1024.2,3.4,MM,MM,MM,0,MM
2022,1,23,10,54,10,6.7,7.7,MM,MM,MM,MM,1024.1,3.6,MM,MM,MM,MM,MM
2022,1,23,10,48,10,7.2,8.2,MM,MM,MM,MM,1024.1,3.7,MM,MM,MM,MM,MM
2022,1,23,10,42,360,7.2,8.8,MM,MM,MM,MM,1024.1,3.7,MM,MM,MM,MM,MM
2022,1,23,10,36,360,7.7,9.3,MM,MM,MM,MM,1024.1,3.7,MM,MM,MM,MM,MM
2022,1,23,10,30,360,7.7,8.8,MM,MM,MM,MM,1024.1,3.9,MM,MM,MM,MM,MM
2022,1,23,10,24,360,7.2,8.8,MM,MM,MM,MM,1024.1,4,MM,MM,MM,MM,MM
2022,1,23,10,18,360,7.7,8.8,MM,MM,MM,MM,1024.2,4,MM,MM,MM,MM,MM
2022,1,23,10,12,350,7.2,7.7,MM,MM,MM,MM,1024.2,4,MM,MM,MM,MM,MM
2022,1,23,10,6,350,6.7,8.2,MM,MM,MM,MM,1024.3,4.3,MM,MM,MM,MM,MM
2022,1,23,10,0,350,7.2,7.7,MM,MM,MM,MM,1024.3,4.5,MM,MM,MM,0,MM
2022,1,23,9,54,360,7.2,8.2,MM,MM,MM,MM,1024.3,4.5,MM,MM,MM,MM,MM
2022,1,23,9,48,350,7.7,8.2,MM,MM,MM,MM,1024.2,4.7,MM,MM,MM,MM,MM
2022,1,23,9,42,360,7.2,8.2,MM,MM,MM,MM,1024.1,4.8,MM,MM,MM,MM,MM
2022,1,23,9,36,360,7.2,8.2,MM,MM,MM,MM,1024.2,4.7,MM,MM,MM,MM,MM
2022,1,23,9,30,360,7.2,7.7,MM,MM,MM,MM,1024.3,4.7,MM,MM,MM,MM,MM
2022,1,23,9,24,350,7.2,7.7,MM,MM,MM,MM,1024.3,4.7,MM,MM,MM,MM,MM
2022,1,23,9,18,360,7.2,7.7,MM,MM,MM,MM,1024.4,4.7,MM,MM,MM,MM,MM
2022,1,23,9,12,360,6.7,7.7,MM,MM,MM,MM,1024.3,4.7,MM,MM,MM,MM,MM
2022,1,23,9,6,350,6.7,7.7,MM,MM,MM,MM,1024.2,4.6,MM,MM,MM,MM,MM
2022,1,23,9,0,350,6.7,7.2,MM,MM,MM,MM,1024.2,4.6,MM,MM,MM,-0.9,MM
2022,1,23,8,54,350,6.7,7.7,MM,MM,MM,MM,1024.1,4.8,MM,MM,MM,MM,MM
2022,1,23,8,48,350,6.2,6.7,MM,MM,MM,MM,1024.2,4.9,MM,MM,MM,MM,MM
2022,1,23,8,42,360,6.2,6.7,MM,MM,MM,MM,1024.1,5.1,MM,MM,MM,MM,MM
2022,1,23,8,36,360,6.2,6.7,MM,MM,MM,MM,1024.2,5.1,MM,MM,MM,MM,MM
2022,1,23,8,30,10,6.2,6.7,MM,MM,MM,MM,1024.2,5.3,MM,MM,MM,MM,MM
2022,1,23,8,24,360,6.7,7.2,MM,MM,MM,MM,1024.3,5.4,MM,MM,MM,MM,MM
2022,1,23,8,18,360,6.2,7.2,MM,MM,MM,MM,1024.3,5.4,MM,MM,MM,MM,MM
2022,1,23,8,12,360,6.7,7.2,MM,MM,MM,MM,1024.2,5.4,MM,MM,MM,MM,MM
2022,1,23,8,6,10,6.7,7.2,MM,MM,MM,MM,1024.2,5.4,MM,MM,MM,MM,MM
2022,1,23,8,0,360,6.7,7.2,MM,MM,MM,MM,1024.3,5.5,MM,MM,MM,-1.6,MM
2022,1,23,7,54,10,6.7,7.2,MM,MM,MM,MM,1024.4,5.5,MM,MM,MM,MM,MM
2022,1,23,7,48,10,7.2,7.7,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,MM,MM
2022,1,23,7,42,10,6.2,6.7,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,MM,MM
2022,1,23,7,36,10,6.2,6.7,MM,MM,MM,MM,1024.5,5.6,MM,MM,MM,MM,MM
2022,1,23,7,30,20,6.2,6.7,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,MM,MM
2022,1,23,7,24,10,6.2,7.2,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,MM,MM
2022,1,23,7,18,10,6.7,7.2,MM,MM,MM,MM,1024.5,5.4,MM,MM,MM,MM,MM
2022,1,23,7,12,10,6.7,7.7,MM,MM,MM,MM,1024.6,5.4,MM,MM,MM,MM,MM
2022,1,23,7,6,20,6.2,7.2,MM,MM,MM,MM,1024.6,5.4,MM,MM,MM,MM,MM
2022,1,23,7,0,360,7.2,7.7,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,-1.4,MM
2022,1,23,6,54,20,6.7,7.2,MM,MM,MM,MM,1024.6,5.5,MM,MM,MM,MM,MM
2022,1,23,6,48,20,6.7,7.7,MM,MM,MM,MM,1024.5,5.6,MM,MM,MM,MM,MM
2022,1,23,6,42,20,7.2,8.8,MM,MM,MM,MM,1024.5,5.5,MM,MM,MM,MM,MM
2022,1,23,6,36,10,7.7,9.3,MM,MM,MM,MM,1024.6,5.6,MM,MM,MM,MM,MM
2022,1,23,6,30,10,7.7,8.8,MM,MM,MM,MM,1024.6,5.7,MM,MM,MM,MM,MM
2022,1,23,6,24,10,7.7,8.8,MM,MM,MM,MM,1024.6,5.8,MM,MM,MM,MM,MM
2022,1,23,6,18,10,7.7,8.2,MM,MM,MM,MM,1024.8,5.8,MM,MM,MM,MM,MM
2022,1,23,6,12,10,7.7,8.2,MM,MM,MM,MM,1024.8,5.8,MM,MM,MM,MM,MM
2022,1,23,6,6,20,7.7,8.8,MM,MM,MM,MM,1025,5.8,MM,MM,MM,MM,MM
2022,1,23,6,0,10,8.2,9.8,MM,MM,MM,MM,1025.1,5.8,MM,MM,MM,-1.2,MM
2022,1,23,5,54,10,8.8,9.3,MM,MM,MM,MM,1025.2,5.9,MM,MM,MM,MM,MM
2022,1,23,5,48,360,8.8,9.8,MM,MM,MM,MM,1025.4,6,MM,MM,MM,MM,MM
2022,1,23,5,42,10,8.8,10.8,MM,MM,MM,MM,1025.4,6.2,MM,MM,MM,MM,MM
2022,1,23,5,36,10,8.8,9.8,MM,MM,MM,MM,1025.4,6.3,MM,MM,MM,MM,MM
2022,1,23,5,30,10,8.8,9.3,MM,MM,MM,MM,1025.5,6.4,MM,MM,MM,MM,MM
2022,1,23,5,24,10,7.7,9.3,MM,MM,MM,MM,1025.5,6.5,MM,MM,MM,MM,MM
2022,1,23,5,18,10,8.8,9.3,MM,MM,MM,MM,1025.5,6.4,MM,MM,MM,MM,MM
2022,1,23,5,12,10,7.7,8.8,MM,MM,MM,MM,1025.6,6.5,MM,MM,MM,MM,MM
2022,1,23,5,6,10,8.8,9.3,MM,MM,MM,MM,1025.7,6.4,MM,MM,MM,MM,MM
2022,1,23,5,0,10,8.2,9.3,MM,MM,MM,MM,1025.9,6.5,MM,MM,MM,0,MM
2022,1,23,4,54,10,8.2,9.3,MM,MM,MM,MM,1025.9,6.6,MM,MM,MM,MM,MM
2022,1,23,4,48,10,8.2,9.3,MM,MM,MM,MM,1026,6.6,MM,MM,MM,MM,MM
2022,1,23,4,42,10,8.2,9.3,MM,MM,MM,MM,1026,6.6,MM,MM,MM,MM,MM
2022,1,23,4,36,10,8.2,8.8,MM,MM,MM,MM,1026,6.6,MM,MM,MM,MM,MM
2022,1,23,4,30,10,8.2,9.3,MM,MM,MM,MM,1025.9,6.7,MM,MM,MM,MM,MM
2022,1,23,4,24,10,8.2,9.3,MM,MM,MM,MM,1025.9,6.6,MM,MM,MM,MM,MM
2022,1,23,4,18,10,8.8,9.3,MM,MM,MM,MM,1025.9,6.7,MM,MM,MM,MM,MM
2022,1,23,4,12,10,8.8,9.3,MM,MM,MM,MM,1025.9,6.7,MM,MM,MM,MM,MM
2022,1,23,4,6,10,8.8,9.8,MM,MM,MM,MM,1025.9,6.7,MM,MM,MM,MM,MM
2022,1,23,4,0,360,9.3,10.3,MM,MM,MM,MM,1025.9,6.8,MM,MM,MM,0.3,MM
2022,1,23,3,54,10,9.3,10.3,MM,MM,MM,MM,1025.9,6.8,MM,MM,MM,MM,MM
2022,1,23,3,48,10,9.3,9.8,MM,MM,MM,MM,1025.9,6.9,MM,MM,MM,MM,MM
2022,1,23,3,42,360,9.3,9.8,MM,MM,MM,MM,1025.8,6.9,MM,MM,MM,MM,MM
2022,1,23,3,36,10,9.3,9.8,MM,MM,MM,MM,1025.9,7,MM,MM,MM,MM,MM
2022,1,23,3,30,350,8.8,9.8,MM,MM,MM,MM,1025.9,7,MM,MM,MM,MM,MM
2022,1,23,3,24,360,8.2,9.8,MM,MM,MM,MM,1026,7,MM,MM,MM,MM,MM
2022,1,23,3,18,360,8.8,9.8,MM,MM,MM,MM,1026.1,7.1,MM,MM,MM,MM,MM
2022,1,23,3,12,360,8.2,9.3,MM,MM,MM,MM,1026.1,7.1,MM,MM,MM,MM,MM
2022,1,23,3,6,360,8.2,9.3,MM,MM,MM,MM,1026.1,7.1,MM,MM,MM,MM,MM
2022,1,23,3,0,360,7.7,8.8,MM,MM,MM,MM,1026.3,7.1,MM,MM,MM,1.1,MM
2022,1,23,2,54,360,7.7,8.2,MM,MM,MM,MM,1026.2,7.2,MM,MM,MM,MM,MM
2022,1,23,2,48,360,7.2,8.2,MM,MM,MM,MM,1026.3,7.2,MM,MM,MM,MM,MM
2022,1,23,2,42,360,7.7,8.2,MM,MM,MM,MM,1026.3,7.3,MM,MM,MM,MM,MM
2022,1,23,2,36,350,7.7,8.8,MM,MM,MM,MM,1026.3,7.3,MM,MM,MM,MM,MM
2022,1,23,2,30,360,7.7,8.8,MM,MM,MM,MM,1026.2,7.3,MM,MM,MM,MM,MM
2022,1,23,2,24,350,8.2,8.8,MM,MM,MM,MM,1026.1,7.3,MM,MM,MM,MM,MM
2022,1,23,2,18,360,7.7,8.8,MM,MM,MM,MM,1026.1,7.3,MM,MM,MM,MM,MM
2022,1,23,2,12,350,8.2,9.3,MM,MM,MM,MM,1026,7.4,MM,MM,MM,MM,MM
2022,1,23,2,6,350,8.2,9.8,MM,MM,MM,MM,1026,7.4,MM,MM,MM,MM,MM
2022,1,23,2,0,350,7.7,8.8,MM,MM,MM,MM,1025.9,7.6,MM,MM,MM,0.8,MM
2022,1,23,1,54,350,8.2,8.8,MM,MM,MM,MM,1025.9,7.6,MM,MM,MM,MM,MM
2022,1,23,1,48,360,8.2,8.8,MM,MM,MM,MM,1025.8,7.6,MM,MM,MM,MM,MM
2022,1,23,1,42,350,8.2,8.8,MM,MM,MM,MM,1025.9,7.7,MM,MM,MM,MM,MM
2022,1,23,1,36,360,7.7,8.2,MM,MM,MM,MM,1025.8,7.8,MM,MM,MM,MM,MM
2022,1,23,1,30,360,7.7,8.2,MM,MM,MM,MM,1025.8,7.8,MM,MM,MM,MM,MM
2022,1,23,1,24,350,7.7,8.2,MM,MM,MM,MM,1025.7,7.8,MM,MM,MM,MM,MM
2022,1,23,1,18,360,7.2,7.7,MM,MM,MM,MM,1025.7,7.9,MM,MM,MM,MM,MM
2022,1,23,1,12,360,6.7,7.7,MM,MM,MM,MM,1025.6,8,MM,MM,MM,MM,MM
2022,1,23,1,6,360,7.2,7.7,MM,MM,MM,MM,1025.7,8,MM,MM,MM,MM,MM
2022,1,23,1,0,360,7.2,7.7,MM,MM,MM,MM,1025.6,8,MM,MM,MM,0.6,MM
2022,1,23,0,54,360,7.7,8.8,MM,MM,MM,MM,1025.6,8,MM,MM,MM,MM,MM
2022,1,23,0,48,360,7.7,8.2,MM,MM,MM,MM,1025.6,8.1,MM,MM,MM,MM,MM
2022,1,23,0,42,360,7.2,7.7,MM,MM,MM,MM,1025.5,8.1,MM,MM,MM,MM,MM
2022,1,23,0,36,360,7.7,8.2,MM,MM,MM,MM,1025.5,8.1,MM,MM,MM,MM,MM
2022,1,23,0,30,360,7.7,8.2,MM,MM,MM,MM,1025.4,8.1,MM,MM,MM,MM,MM
2022,1,23,0,24,360,7.7,8.2,MM,MM,MM,MM,1025.5,8.1,MM,MM,MM,MM,MM
2022,1,23,0,18,360,8.2,8.2,MM,MM,MM,MM,1025.4,8.1,MM,MM,MM,MM,MM
2022,1,23,0,12,360,7.2,8.2,MM,MM,MM,MM,1025.4,8.1,MM,MM,MM,MM,MM
2022,1,23,0,6,350,8.2,8.2,MM,MM,MM,MM,1025.2,8.2,MM,MM,MM,MM,MM
2022,1,23,0,0,360,7.2,7.7,MM,MM,MM,MM,1025.2,8.2,MM,MM,MM,0,MM
2022,1,22,23,54,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.2,MM,MM,MM,MM,MM
2022,1,22,23,48,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.2,MM,MM,MM,MM,MM
2022,1,22,23,42,360,6.7,7.2,MM,MM,MM,MM,1025.1,8.3,MM,MM,MM,MM,MM
2022,1,22,23,36,360,6.7,7.2,MM,MM,MM,MM,1025,8.3,MM,MM,MM,MM,MM
2022,1,22,23,30,360,6.7,7.7,MM,MM,MM,MM,1025,8.3,MM,MM,MM,MM,MM
2022,1,22,23,24,10,7.2,7.7,MM,MM,MM,MM,1025,8.3,MM,MM,MM,MM,MM
2022,1,22,23,18,360,7.2,8.2,MM,MM,MM,MM,1025,8.2,MM,MM,MM,MM,MM
2022,1,22,23,12,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.3,MM,MM,MM,MM,MM
2022,1,22,23,6,360,7.7,8.2,MM,MM,MM,MM,1025,8.3,MM,MM,MM,MM,MM
2022,1,22,23,0,360,7.2,8.2,MM,MM,MM,MM,1025.1,8.4,MM,MM,MM,-0.6,MM
2022,1,22,22,54,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.3,MM,MM,MM,MM,MM
2022,1,22,22,48,360,7.7,8.2,MM,MM,MM,MM,1025.1,8.4,MM,MM,MM,MM,MM
2022,1,22,22,42,350,7.7,7.7,MM,MM,MM,MM,1025,8.4,MM,MM,MM,MM,MM
2022,1,22,22,36,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.4,MM,MM,MM,MM,MM
2022,1,22,22,30,360,7.7,8.2,MM,MM,MM,MM,1025.1,8.4,MM,MM,MM,MM,MM
2022,1,22,22,24,360,7.2,7.7,MM,MM,MM,MM,1025,8.3,MM,MM,MM,MM,MM
2022,1,22,22,18,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.3,MM,MM,MM,MM,MM
2022,1,22,22,12,360,6.7,7.7,MM,MM,MM,MM,1025.1,8.2,MM,MM,MM,MM,MM
2022,1,22,22,6,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.2,MM,MM,MM,MM,MM
2022,1,22,22,0,360,7.2,7.7,MM,MM,MM,MM,1025,8.3,MM,MM,MM,-1.3,MM
2022,1,22,21,54,360,7.2,7.7,MM,MM,MM,MM,1025,8.1,MM,MM,MM,MM,MM
2022,1,22,21,48,350,7.2,7.7,MM,MM,MM,MM,1025,8.1,MM,MM,MM,MM,MM
2022,1,22,21,42,360,6.7,7.7,MM,MM,MM,MM,1025.1,8.1,MM,MM,MM,MM,MM
2022,1,22,21,36,360,7.2,7.7,MM,MM,MM,MM,1025.1,8.1,MM,MM,MM,MM,MM
2022,1,22,21,30,360,6.7,7.7,MM,MM,MM,MM,1025.2,8.1,MM,MM,MM,MM,MM
2022,1,22,21,24,360,6.7,7.7,MM,MM,MM,MM,1025.1,8,MM,MM,MM,MM,MM
2022,1,22,21,18,10,6.2,6.7,MM,MM,MM,MM,1025.2,7.9,MM,MM,MM,MM,MM
2022,1,22,21,12,10,6.2,6.7,MM,MM,MM,MM,1025.2,7.8,MM,MM,MM,MM,MM
2022,1,22,21,6,10,6.2,6.7,MM,MM,MM,MM,1025.3,7.8,MM,MM,MM,MM,MM
2022,1,22,21,0,10,6.2,6.7,MM,MM,MM,MM,1025.4,7.7,MM,MM,MM,-2,MM
2022,1,22,20,54,10,6.2,7.2,MM,MM,MM,MM,1025.5,7.7,MM,MM,MM,MM,MM
2022,1,22,20,48,360,6.2,7.2,MM,MM,MM,MM,1025.6,7.6,MM,MM,MM,MM,MM
2022,1,22,20,42,360,6.7,7.7,MM,MM,MM,MM,1025.6,7.7,MM,MM,MM,MM,MM
2022,1,22,20,36,360,6.7,7.7,MM,MM,MM,MM,1025.6,7.7,MM,MM,MM,MM,MM
2022,1,22,20,30,350,6.7,7.2,MM,MM,MM,MM,1025.7,7.6,MM,MM,MM,MM,MM
2022,1,22,20,24,350,6.7,7.2,MM,MM,MM,MM,1025.7,7.4,MM,MM,MM,MM,MM
2022,1,22,20,18,350,7.2,8.2,MM,MM,MM,MM,1025.7,7.2,MM,MM,MM,MM,MM
2022,1,22,20,12,350,7.7,8.2,MM,MM,MM,MM,1025.7,7.1,MM,MM,MM,MM,MM
2022,1,22,20,6,350,7.7,8.2,MM,MM,MM,MM,1025.7,7,MM,MM,MM,MM,MM
2022,1,22,20,0,350,7.2,7.7,MM,MM,MM,MM,1025.7,6.9,MM,MM,MM,-2.9,MM
2022,1,22,19,54,350,7.7,8.2,MM,MM,MM,MM,1025.8,6.6,MM,MM,MM,MM,MM
